93,32.9375
92.9579,32.9579
92.882,33
93.0896,32.9104
93.7044,32.7044
94,32.6176
94.4249,32.5751
94.5567,32.5567
95,32.5128
95.4433,32.5567
95.5751,32.5751
96,32.6176
96.2956,32.7044
96.9104,32.9104
97,32.9375
97.0421,32.9579
97.118,33
97.6771,33.3229
98,33.5336
98.2595,33.7405
98.5424,34
98.776,34.224
99,34.4677
99.2406,34.7594
99.4127,35
99.6506,35.3494
100,35.9333
100.02,35.9804
100.026,36
100.037,36.0374
100.274,36.7264
100.352,37
100.465,37.4646
100.493,37.5075
100.608,38
100.68,38.3199
100.758,38.7578
100.811,39
100.84,39.16
100.966,39.9659
100.972,40
100.972,40.028
100.972,40.972
100.972,41
100.972,41.028
100.972,41.972
100.972,42
100.972,42.028
100.972,42.972
100.972,43
100.972,43.028
100.972,43.972
100.972,44
100.972,44.028
100.972,44.972
100.972,45
100.972,45.028
100.972,45.972
100.972,46
100.972,46.028
100.972,46.972
100.972,47
100.972,47.028
100.972,47.972
100.972,48
100.972,48.028
100.972,48.972
100.972,49
100.972,49.028
100.972,49.972
100.972,50
100.972,50.028
100.972,50.972
100.972,51
100.972,51.028
100.972,51.972
100.972,52
100.972,52.028
100.972,52.972
100.972,53
100.972,53.028
100.972,53.972
100.972,54
100.972,54.028
100.972,54.972
100.972,55
100.972,55.028
100.972,55.972
100.972,56
100.972,56.028
100.972,56.972
100.972,57
100.972,57.028
100.972,57.972
100.972,58
100.972,58.028
100.972,58.972
100.972,59
100.972,59.028
100.972,59.972
100.972,60
100.972,60.028
100.972,60.972
100.972,61
100.972,61.028
100.972,61.972
100.972,62
100.972,62.028
100.972,62.972
100.972,63
100.972,63.028
100.972,63.972
100.972,64
100.972,64.028
100.972,64.972
100.972,65
100.972,65.028
100.972,65.972
100.972,66
100.972,66.028
100.972,66.972
100.972,67
100.972,67.028
100.972,67.972
100.972,68
100.972,68.028
100.972,68.972
100.972,69
100.972,69.028
100.972,69.972
100.972,70
100.972,70.028
100.972,70.972
100.972,71
100.972,71.028
100.972,71.972
100.972,72
100.972,72.028
100.972,72.972
100.972,73
100.972,73.028
100.972,73.972
100.972,74
100.972,74.028
100.972,74.972
100.972,75
100.972,75.028
100.972,75.972
100.972,76
100.972,76.028
100.972,76.972
100.972,77
100.972,77.028
100.972,77.972
100.972,78
100.972,78.028
100.972,78.972
100.972,79
100.972,79.028
100.972,79.972
100.972,80
100.972,80.028
100.972,80.972
100.972,81
100.972,81.028
100.972,81.972
100.972,82
100.972,82.028
100.972,82.972
100.972,83
100.972,83.028
100.972,83.972
100.972,84
100.972,84.028
100.972,84.972
100.972,85
100.972,85.028
100.972,85.972
100.972,86
100.972,86.028
100.972,86.972
100.972,87
100.972,87.028
100.972,87.972
100.972,88
100.972,88.028
100.972,88.972
100.972,89
100.972,89.028
100.972,89.972
100.972,90
100.972,90.028
100.972,90.972
100.972,91
100.972,91.028
100.972,91.972
100.972,92
100.972,92.028
100.972,92.972
100.972,93
100.972,93.028
100.972,93.972
100.972,94
100.972,94.028
100.972,94.972
100.972,95
100.972,95.028
100.972,95.972
100.972,96
100.972,96.028
100.972,96.972
100.972,97
100.972,97.028
100.972,97.972
100.972,98
100.972,98.972
100,99
99,99
98,99
97,99
96,99
95,99
94,99
93,99
92,99
91,99
90,99
89.028,98.972
89.028,98
89.028,97.972
89.028,97.028
89.028,97
89.028,96.972
89.028,96.028
89.028,96
89.028,95.972
89.028,95.028
89.028,95
89.028,94.972
89.028,94.028
89.028,94
89.028,93.972
89.028,93.028
89.028,93
89.028,92.972
89.028,92.028
89.028,92
89.028,91.972
89.028,91.028
89.028,91
89.028,90.972
89.028,90.028
89.028,90
89.028,89.972
89.028,89.028
89.028,89
89.028,88.972
89.028,88.028
89.028,88
89.028,87.972
89.028,87.028
89.028,87
89.028,86.972
89.028,86.028
89.028,86
89.028,85.972
89.028,85.028
89.028,85
89.028,84.972
89.028,84.028
89.028,84
89.028,83.972
89.028,83.028
89.028,83
89.028,82.972
89.028,82.028
89.028,82
89.028,81.972
89.028,81.028
89.028,81
89.028,80.972
89.028,80.028
89.028,80
89.028,79.972
89.028,79.028
89.028,79
89.028,78.972
89.028,78.028
89.028,78
89.028,77.972
89.028,77.028
89.028,77
89.028,76.972
89.028,76.028
89.028,76
89.028,75.972
89.028,75.028
89.028,75
89.028,74.972
89.028,74.028
89.028,74
89.028,73.972
89.028,73.028
89.028,73
89.028,72.972
89.028,72.028
89.028,72
89.028,71.972
89.028,71.028
89.028,71
89.028,70.972
89.028,70.028
89.028,70
89.028,69.972
89.028,69.028
89.028,69
89.028,68.972
89.028,68.028
89.028,68
89.028,67.972
89.028,67.028
89.028,67
89.028,66.972
89.028,66.028
89.028,66
89.028,65.972
89.028,65.028
89.028,65
89.028,64.972
89.028,64.028
89.028,64
89.028,63.972
89.028,63.028
89.028,63
89.028,62.972
89.028,62.028
89.028,62
89.028,61.972
89.028,61.028
89.028,61
89.028,60.972
89.028,60.028
89.028,60
89.028,59.972
89.028,59.028
89.028,59
89.028,58.972
89.028,58.028
89.028,58
89.028,57.972
89.028,57.028
89.028,57
89.028,56.972
89.028,56.028
89.028,56
89.028,55.972
89.028,55.028
89.028,55
89.028,54.972
89.028,54.028
89.028,54
89.028,53.972
89.028,53.028
89.028,53
89.028,52.972
89.028,52.028
89.028,52
89.028,51.972
89.028,51.028
89.028,51
89.028,50.972
89.028,50.028
89.028,50
89.028,49.972
89.028,49.028
89.028,49
89.028,48.972
89.028,48.028
89.028,48
89.028,47.972
89.028,47.028
89.028,47
89.028,46.972
89.028,46.028
89.028,46
89.028,45.972
89.028,45.028
89.028,45
89.028,44.972
89.028,44.028
89.028,44
89.028,43.972
89.028,43.028
89.028,43
89.028,42.972
89.028,42.028
89.028,42
89.028,41.972
89.028,41.028
89.028,41
89.028,40.972
89.028,40.028
89.028,40
89.0341,39.9659
89.16,39.16
89.1892,39
89.2422,38.7578
89.3199,38.3199
89.3918,38
89.5075,37.5075
89.5354,37.4646
89.6483,37
89.7264,36.7264
89.9626,36.0374
89.9737,36
89.9804,35.9804
90,35.9333
90.3494,35.3494
90.5873,35
90.7594,34.7594
91,34.4677
91.224,34.224
91.4576,34
91.7405,33.7405
92,33.5336
92.3229,33.3229
