# x,y,data
3.758523404148183533e-01,5.977768073160865114e+00,-5.517607705624593128e-01
4.153581216485593419e-01,7.236454784232853044e-01,-6.354045511386177125e-01
3.778766679322191901e-01,2.007626330675105208e-01,-5.829771316119435332e-01
5.840193196722613944e-01,3.666137770348507630e+00,3.710141862848270744e-01
3.101998177977341453e-01,2.125932067968977712e+00,-2.086315906105064635e-02
5.504366523969519420e-01,2.665424050347247054e+00,6.242982121718257948e-01
3.347352050924007338e-01,4.807751139099103455e-01,-1.811492789745684229e-01
3.449323242338722673e-01,-2.593329904580516931e+00,2.585014450807143205e-01
4.682325853245846714e-01,4.921012513200315297e+00,-2.070198886691795304e-01
5.512150579929452343e-01,-3.894792801307596086e+00,5.083749227623612921e-01
4.906956220904142851e-01,-1.093235068302330415e+00,-4.509423828017329883e-01
5.988367305506842042e-01,-1.708191122151357710e+00,3.979673047501070676e-02
4.734661228253050913e-01,2.878980021011948942e+00,9.654755106311995183e-01
4.220694645892092978e-01,2.366192818085697702e+00,6.295398926969140163e-01
4.126958257779999584e-01,1.086247187824066707e+00,-3.882401390125446716e-01
3.981375169805446701e-01,4.607014638974927578e+00,7.830587732429125647e-02
4.872691996115303681e-01,-3.725062484950574238e+00,8.238561927534492346e-01
5.052107946200685706e-01,3.952318307379853124e+00,6.495967445530687057e-01
5.540147873819044610e-01,9.152913493789363031e-01,-4.123840686288579582e-01
3.385153869050668840e-01,-2.288136095356621880e+00,1.585344989280492445e-01
5.411397819099725837e-01,-5.125357735083611033e-01,-6.671190179014998556e-01
4.907428641599096419e-01,5.872228188840574958e+00,-8.993575023268421953e-01
4.878501658093994386e-01,-2.445699458597697440e+00,7.569170132445286470e-01
4.106019402104573723e-01,3.867743706064088904e+00,6.144310821623473196e-01
4.847007143107247007e-01,2.181839082809331920e+00,5.685311794172794864e-01
5.655345375759712745e-01,-1.389250479741086508e-01,-5.817386607558238110e-01
3.258757318838780837e-01,1.225588756194795792e+00,-3.955693800178162328e-02
5.499581899152783393e-01,-2.819919889968419469e+00,6.696327162606869887e-01
