-74.500000, -74.500000, 4.655096
-73.500000, -74.500000, 0.815524
-72.500000, -74.500000, 1.926303
-71.500000, -74.500000, 2.507723
-70.500000, -74.500000, 1.332678
-69.500000, -74.500000, 4.436360
-68.500000, -74.500000, 3.588097
-67.500000, -74.500000, 0.016516
-66.500000, -74.500000, 2.114131
-65.500000, -74.500000, 4.967000
-64.500000, -74.500000, 0.162281
-63.500000, -74.500000, 2.604157
-62.500000, -74.500000, 2.388350
-61.500000, -74.500000, 4.777295
-60.500000, -74.500000, 2.315942
-59.500000, -74.500000, 2.652474
-58.500000, -74.500000, 2.941955
-57.500000, -74.500000, 4.366901
-56.500000, -74.500000, 3.611090
-55.500000, -74.500000, 4.720632
-54.500000, -74.500000, 1.076253
-53.500000, -74.500000, 1.713259
-52.500000, -74.500000, 4.237880
-51.500000, -74.500000, 2.711632
-50.500000, -74.500000, 0.613034
-49.500000, -74.500000, 2.365804
-48.500000, -74.500000, 2.906861
-47.500000, -74.500000, 3.271419
-46.500000, -74.500000, 3.088625
-45.500000, -74.500000, 1.231396
-44.500000, -74.500000, 2.904224
-43.500000, -74.500000, 4.838487
-42.500000, -74.500000, 2.192761
-41.500000, -74.500000, 4.042748
-40.500000, -74.500000, 1.882234
-39.500000, -74.500000, 0.272362
-38.500000, -74.500000, 2.599129
-37.500000, -74.500000, 0.961720
-36.500000, -74.500000, 0.439213
-35.500000, -74.500000, 2.243470
-34.500000, -74.500000, 4.298304
-33.500000, -74.500000, 3.725649
-32.500000, -74.500000, 2.901477
-31.500000, -74.500000, 2.171680
-30.500000, -74.500000, 3.231332
-29.500000, -74.500000, 3.790218
-28.500000, -74.500000, 0.141102
-27.500000, -74.500000, 4.024787
-26.500000, -74.500000, 0.444298
-25.500000, -74.500000, 3.080415
-24.500000, -74.500000, 1.918011
-23.500000, -74.500000, 3.042236
-22.500000, -74.500000, 3.348795
-21.500000, -74.500000, 4.568400
-20.500000, -74.500000, 4.319875
-19.500000, -74.500000, 2.249542
-18.500000, -74.500000, 4.442015
-17.500000, -74.500000, 1.847490
-16.500000, -74.500000, 0.757086
-15.500000, -74.500000, 4.211863
-14.500000, -74.500000, 1.184441
-13.500000, -74.500000, 1.022750
-12.500000, -74.500000, 2.664090
-11.500000, -74.500000, 4.652361
-10.500000, -74.500000, 4.506388
-9.500000, -74.500000, 1.505653
-8.500000, -74.500000, 3.734200
-7.500000, -74.500000, 2.646533
-6.500000, -74.500000, 0.168195
-5.500000, -74.500000, 3.241381
-4.500000, -74.500000, 4.821171
-3.500000, -74.500000, 4.776915
-2.500000, -74.500000, 3.702075
-1.500000, -74.500000, 2.254234
-0.500000, -74.500000, 4.139937
0.500000, -74.500000, 2.350420
1.500000, -74.500000, 0.487509
2.500000, -74.500000, 3.135932
3.500000, -74.500000, 3.478213
4.500000, -74.500000, 4.408244
5.500000, -74.500000, 3.564141
6.500000, -74.500000, 0.505991
7.500000, -74.500000, 2.156230
8.500000, -74.500000, 4.290546
9.500000, -74.500000, 2.787450
10.500000, -74.500000, 2.284902
11.500000, -74.500000, 1.029896
12.500000, -74.500000, 0.672652
13.500000, -74.500000, 2.730910
14.500000, -74.500000, 1.567537
15.500000, -74.500000, 0.161646
16.500000, -74.500000, 1.047607
17.500000, -74.500000, 4.148614
18.500000, -74.500000, 0.502733
19.500000, -74.500000, 0.120825
20.500000, -74.500000, 4.646401
21.500000, -74.500000, 0.362136
22.500000, -74.500000, 1.950758
23.500000, -74.500000, 2.907259
24.500000, -74.500000, 3.795524
